,org:resource,lifecycle:transition,concept:name,time:timestamp,REG_DATE,case:concept:name,Request loan amount,Case length in calendar days,activity_count,average_cancellation,average_resource,bounded_existence_O_ACCEPTED,four_eye_principle_O_CREATED_O_ACCEPTED
23564,11202.0,COMPLETE,Create loan offer,2011-11-01 12:56:34,2011-10-14 19:19:05.070000+02:00,177053,25000,27.0,14,2,5,0,0
23565,11202.0,COMPLETE,Sent loan offer to client,2011-11-01 12:56:34,2011-10-14 19:19:05.070000+02:00,177053,25000,27.0,14,2,5,0,0
23583,11049.0,COMPLETE,Receive documents from client,2011-11-11 11:05:40,2011-10-14 19:19:05.070000+02:00,177053,25000,27.0,14,2,5,0,0
23587,10138.0,COMPLETE,Approve loan request,2011-11-11 11:47:48,2011-10-14 19:19:05.070000+02:00,177053,25000,27.0,14,2,5,0,0
23674,10912.0,COMPLETE,Loan requested,2011-10-15 15:51:21,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23675,10912.0,COMPLETE,Create loan offer,2011-10-15 15:51:22,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23676,10912.0,COMPLETE,Sent loan offer to client,2011-10-15 15:51:22,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23700,11029.0,COMPLETE,Receive documents from client,2011-10-31 11:26:31,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23706,10138.0,COMPLETE,Cancel loan request,2011-11-02 15:01:01,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23707,10138.0,COMPLETE,Loan requested,2011-11-02 15:01:01,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23708,10138.0,COMPLETE,Create loan offer,2011-11-02 15:01:03,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23709,10138.0,COMPLETE,Sent loan offer to client,2011-11-02 15:01:03,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23727,10912.0,COMPLETE,Cancel loan request,2011-11-05 14:39:08,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23728,10912.0,COMPLETE,Loan requested,2011-11-05 14:39:08,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23729,10912.0,COMPLETE,Create loan offer,2011-11-05 14:39:09,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23730,10912.0,COMPLETE,Sent loan offer to client,2011-11-05 14:39:09,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23742,11049.0,COMPLETE,Receive documents from client,2011-11-07 10:33:59,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23749,10138.0,COMPLETE,Approve loan request,2011-11-07 10:58:58,2011-10-14 20:31:04.229000+02:00,177077,30000,22.0,14,2,4,0,0
23880,11203.0,COMPLETE,Loan requested,2011-10-15 10:48:08,2011-10-14 22:07:17.319000+02:00,177089,10000,12.0,5,0,3,0,0
23881,11203.0,COMPLETE,Create loan offer,2011-10-15 10:48:14,2011-10-14 22:07:17.319000+02:00,177089,10000,12.0,5,0,3,0,0
23882,11203.0,COMPLETE,Sent loan offer to client,2011-10-15 10:48:14,2011-10-14 22:07:17.319000+02:00,177089,10000,12.0,5,0,3,0,0
23888,11049.0,COMPLETE,Receive documents from client,2011-10-24 11:28:06,2011-10-14 22:07:17.319000+02:00,177089,10000,12.0,5,0,3,0,0
23893,10138.0,COMPLETE,Approve loan request,2011-10-28 10:27:03,2011-10-14 22:07:17.319000+02:00,177089,10000,12.0,5,0,3,0,0
23978,11120.0,COMPLETE,Loan requested,2011-10-17 09:13:46,2011-10-15 01:49:21.654000+02:00,177125,6000,14.0,5,0,3,0,0
23980,11120.0,COMPLETE,Create loan offer,2011-10-17 09:13:49,2011-10-15 01:49:21.654000+02:00,177125,6000,14.0,5,0,3,0,0
23981,11120.0,COMPLETE,Sent loan offer to client,2011-10-17 09:13:49,2011-10-15 01:49:21.654000+02:00,177125,6000,14.0,5,0,3,0,0
23993,11029.0,COMPLETE,Receive documents from client,2011-10-26 10:42:08,2011-10-15 01:49:21.654000+02:00,177125,6000,14.0,5,0,3,0,0
23999,10809.0,COMPLETE,Approve loan request,2011-10-31 11:21:49,2011-10-15 01:49:21.654000+02:00,177125,6000,14.0,5,0,3,0,0
24047,11169.0,COMPLETE,Loan requested,2011-11-03 10:07:24,2011-10-15 09:35:13.022000+02:00,177134,35000,19.0,5,0,3,0,0
24048,11169.0,COMPLETE,Create loan offer,2011-11-03 10:07:26,2011-10-15 09:35:13.022000+02:00,177134,35000,19.0,5,0,3,0,0
24049,11169.0,COMPLETE,Sent loan offer to client,2011-11-03 10:07:26,2011-10-15 09:35:13.022000+02:00,177134,35000,19.0,5,0,3,0,0
24059,11049.0,COMPLETE,Receive documents from client,2011-11-17 09:37:39,2011-10-15 09:35:13.022000+02:00,177134,35000,19.0,5,0,3,0,0
24085,10629.0,COMPLETE,Approve loan request,2011-11-22 10:21:20,2011-10-15 09:35:13.022000+02:00,177134,35000,19.0,5,0,3,0,0
24109,10912.0,COMPLETE,Loan requested,2011-10-15 11:28:41,2011-10-15 10:56:46.407000+02:00,177140,10000,12.0,5,0,3,0,0
24110,10912.0,COMPLETE,Create loan offer,2011-10-15 11:28:42,2011-10-15 10:56:46.407000+02:00,177140,10000,12.0,5,0,3,0,0
24111,10912.0,COMPLETE,Sent loan offer to client,2011-10-15 11:28:42,2011-10-15 10:56:46.407000+02:00,177140,10000,12.0,5,0,3,0,0
24117,11049.0,COMPLETE,Receive documents from client,2011-10-21 09:33:21,2011-10-15 10:56:46.407000+02:00,177140,10000,12.0,5,0,3,0,0
24145,10629.0,COMPLETE,Approve loan request,2011-10-28 08:58:10,2011-10-15 10:56:46.407000+02:00,177140,10000,12.0,5,0,3,0,0
24167,10862.0,COMPLETE,Loan requested,2011-10-15 12:01:20,2011-10-15 11:31:14.147000+02:00,177149,10000,36.0,5,0,3,0,0
24169,10862.0,COMPLETE,Create loan offer,2011-10-15 12:01:21,2011-10-15 11:31:14.147000+02:00,177149,10000,36.0,5,0,3,0,0
24170,10862.0,COMPLETE,Sent loan offer to client,2011-10-15 12:01:21,2011-10-15 11:31:14.147000+02:00,177149,10000,36.0,5,0,3,0,0
24190,11029.0,COMPLETE,Receive documents from client,2011-11-09 10:30:42,2011-10-15 11:31:14.147000+02:00,177149,10000,36.0,5,0,3,0,0
24220,10629.0,COMPLETE,Approve loan request,2011-11-21 11:53:49,2011-10-15 11:31:14.147000+02:00,177149,10000,36.0,5,0,3,0,0
24365,11009.0,COMPLETE,Loan requested,2011-10-17 14:53:23,2011-10-15 15:24:13.771000+02:00,177173,30000,9.0,5,0,3,0,0
24367,11009.0,COMPLETE,Create loan offer,2011-10-17 14:53:24,2011-10-15 15:24:13.771000+02:00,177173,30000,9.0,5,0,3,0,0
24368,11009.0,COMPLETE,Sent loan offer to client,2011-10-17 14:53:24,2011-10-15 15:24:13.771000+02:00,177173,30000,9.0,5,0,3,0,0
24374,10789.0,COMPLETE,Receive documents from client,2011-10-21 10:22:00,2011-10-15 15:24:13.771000+02:00,177173,30000,9.0,5,0,3,0,0
24379,10972.0,COMPLETE,Approve loan request,2011-10-27 14:14:19,2011-10-15 15:24:13.771000+02:00,177173,30000,9.0,5,0,3,0,0
24440,11201.0,COMPLETE,Loan requested,2011-10-17 09:15:52,2011-10-15 17:16:56.233000+02:00,177191,15000,14.0,5,0,3,0,0
24442,11201.0,COMPLETE,Create loan offer,2011-10-17 09:15:53,2011-10-15 17:16:56.233000+02:00,177191,15000,14.0,5,0,3,0,0
24443,11201.0,COMPLETE,Sent loan offer to client,2011-10-17 09:15:53,2011-10-15 17:16:56.233000+02:00,177191,15000,14.0,5,0,3,0,0
24451,11029.0,COMPLETE,Receive documents from client,2011-10-26 09:51:31,2011-10-15 17:16:56.233000+02:00,177191,15000,14.0,5,0,3,0,0
24455,10138.0,COMPLETE,Approve loan request,2011-10-31 11:11:18,2011-10-15 17:16:56.233000+02:00,177191,15000,14.0,5,0,3,0,0
24482,11200.0,COMPLETE,Loan requested,2011-10-22 15:30:48,2011-10-15 17:20:16.718000+02:00,177194,10250,19.0,5,0,3,0,0
24483,11200.0,COMPLETE,Create loan offer,2011-10-22 15:30:49,2011-10-15 17:20:16.718000+02:00,177194,10250,19.0,5,0,3,0,0
24484,11200.0,COMPLETE,Sent loan offer to client,2011-10-22 15:30:49,2011-10-15 17:20:16.718000+02:00,177194,10250,19.0,5,0,3,0,0
24492,11259.0,COMPLETE,Receive documents from client,2011-11-09 17:02:50,2011-10-15 17:20:16.718000+02:00,177194,10250,19.0,5,0,3,0,0
24496,10972.0,COMPLETE,Approve loan request,2011-11-11 12:58:02,2011-10-15 17:20:16.718000+02:00,177194,10250,19.0,5,0,3,0,0
24507,11201.0,COMPLETE,Loan requested,2011-10-17 09:25:38,2011-10-15 17:31:28.469000+02:00,177197,30000,14.0,5,0,3,0,0
24509,11201.0,COMPLETE,Create loan offer,2011-10-17 09:25:39,2011-10-15 17:31:28.469000+02:00,177197,30000,14.0,5,0,3,0,0
24510,11201.0,COMPLETE,Sent loan offer to client,2011-10-17 09:25:39,2011-10-15 17:31:28.469000+02:00,177197,30000,14.0,5,0,3,0,0
24518,11029.0,COMPLETE,Receive documents from client,2011-10-26 10:40:30,2011-10-15 17:31:28.469000+02:00,177197,30000,14.0,5,0,3,0,0
24523,10629.0,COMPLETE,Approve loan request,2011-10-31 12:14:32,2011-10-15 17:31:28.469000+02:00,177197,30000,14.0,5,0,3,0,0
24609,10880.0,COMPLETE,Loan requested,2011-10-24 12:55:58,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24610,10880.0,COMPLETE,Create loan offer,2011-10-24 12:55:59,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24611,10880.0,COMPLETE,Sent loan offer to client,2011-10-24 12:55:59,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24615,10880.0,COMPLETE,Cancel loan request,2011-10-24 13:00:08,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24616,10880.0,COMPLETE,Loan requested,2011-10-24 13:00:08,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24617,10880.0,COMPLETE,Create loan offer,2011-10-24 13:00:10,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24618,10880.0,COMPLETE,Sent loan offer to client,2011-10-24 13:00:10,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24626,10789.0,COMPLETE,Receive documents from client,2011-11-04 13:09:41,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24630,10629.0,COMPLETE,Cancel loan request,2011-11-09 11:20:21,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24631,10629.0,COMPLETE,Loan requested,2011-11-09 11:20:21,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24632,10629.0,COMPLETE,Create loan offer,2011-11-09 11:20:22,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24633,10629.0,COMPLETE,Sent loan offer to client,2011-11-09 11:20:22,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24637,10629.0,COMPLETE,Approve loan request,2011-11-09 11:21:27,2011-10-15 18:01:00.602000+02:00,177206,21000,15.0,13,2,3,0,1
24649,11120.0,COMPLETE,Loan requested,2011-10-17 09:51:04,2011-10-15 18:35:17.027000+02:00,177209,5000,9.0,5,0,3,0,0
24650,11120.0,COMPLETE,Create loan offer,2011-10-17 09:51:05,2011-10-15 18:35:17.027000+02:00,177209,5000,9.0,5,0,3,0,0
24651,11120.0,COMPLETE,Sent loan offer to client,2011-10-17 09:51:05,2011-10-15 18:35:17.027000+02:00,177209,5000,9.0,5,0,3,0,0
24657,11029.0,COMPLETE,Receive documents from client,2011-10-20 09:12:42,2011-10-15 18:35:17.027000+02:00,177209,5000,9.0,5,0,3,0,0
24670,10609.0,COMPLETE,Approve loan request,2011-10-26 12:03:47,2011-10-15 18:35:17.027000+02:00,177209,5000,9.0,5,0,3,0,0
24731,11119.0,COMPLETE,Loan requested,2011-10-17 17:19:34,2011-10-15 19:33:56.799000+02:00,177221,6000,27.0,9,1,4,0,0
24733,11119.0,COMPLETE,Create loan offer,2011-10-17 17:19:35,2011-10-15 19:33:56.799000+02:00,177221,6000,27.0,9,1,4,0,0
24734,11119.0,COMPLETE,Sent loan offer to client,2011-10-17 17:19:35,2011-10-15 19:33:56.799000+02:00,177221,6000,27.0,9,1,4,0,0
24748,11202.0,COMPLETE,Cancel loan request,2011-10-26 19:59:05,2011-10-15 19:33:56.799000+02:00,177221,6000,27.0,9,1,4,0,0
24749,11202.0,COMPLETE,Loan requested,2011-10-26 19:59:05,2011-10-15 19:33:56.799000+02:00,177221,6000,27.0,9,1,4,0,0
24750,11202.0,COMPLETE,Create loan offer,2011-10-26 19:59:06,2011-10-15 19:33:56.799000+02:00,177221,6000,27.0,9,1,4,0,0
24751,11202.0,COMPLETE,Sent loan offer to client,2011-10-26 19:59:06,2011-10-15 19:33:56.799000+02:00,177221,6000,27.0,9,1,4,0,0
24763,10789.0,COMPLETE,Receive documents from client,2011-11-11 10:59:11,2011-10-15 19:33:56.799000+02:00,177221,6000,27.0,9,1,4,0,0
24767,10972.0,COMPLETE,Approve loan request,2011-11-14 16:24:28,2011-10-15 19:33:56.799000+02:00,177221,6000,27.0,9,1,4,0,0
24980,11122.0,COMPLETE,Loan requested,2011-10-17 17:49:28,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
24982,11122.0,COMPLETE,Create loan offer,2011-10-17 17:49:30,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
24983,11122.0,COMPLETE,Sent loan offer to client,2011-10-17 17:49:30,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
24987,11122.0,COMPLETE,Loan requested,2011-10-17 17:50:33,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
24988,11122.0,COMPLETE,Cancel loan request,2011-10-17 17:50:33,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
24989,11122.0,COMPLETE,Create loan offer,2011-10-17 17:50:34,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
24990,11122.0,COMPLETE,Sent loan offer to client,2011-10-17 17:50:34,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
24998,11049.0,COMPLETE,Receive documents from client,2011-10-27 11:05:14,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
25004,10629.0,COMPLETE,Loan requested,2011-10-31 14:49:22,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
25005,10629.0,COMPLETE,Cancel loan request,2011-10-31 14:49:22,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
25006,10629.0,COMPLETE,Create loan offer,2011-10-31 14:49:24,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
25007,10629.0,COMPLETE,Sent loan offer to client,2011-10-31 14:49:24,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
25013,10629.0,COMPLETE,Approve loan request,2011-10-31 14:50:45,2011-10-16 11:13:52.653000+02:00,177263,18000,13.0,13,2,3,0,1
25081,11180.0,COMPLETE,Loan requested,2011-10-17 19:24:42,2011-10-16 12:52:28.951000+02:00,177284,15000,15.0,5,0,3,0,0
25083,11180.0,COMPLETE,Create loan offer,2011-10-17 19:24:44,2011-10-16 12:52:28.951000+02:00,177284,15000,15.0,5,0,3,0,0
25084,11180.0,COMPLETE,Sent loan offer to client,2011-10-17 19:24:44,2011-10-16 12:52:28.951000+02:00,177284,15000,15.0,5,0,3,0,0
25090,11029.0,COMPLETE,Receive documents from client,2011-10-24 09:51:33,2011-10-16 12:52:28.951000+02:00,177284,15000,15.0,5,0,3,0,0
25108,10972.0,COMPLETE,Approve loan request,2011-11-02 10:53:51,2011-10-16 12:52:28.951000+02:00,177284,15000,15.0,5,0,3,0,0
25170,10881.0,COMPLETE,Loan requested,2011-10-17 11:07:35,2011-10-16 14:48:55.061000+02:00,177299,20000,15.0,10,1,5,0,0
25172,10881.0,COMPLETE,Create loan offer,2011-10-17 11:07:37,2011-10-16 14:48:55.061000+02:00,177299,20000,15.0,10,1,5,0,0
25173,10881.0,COMPLETE,Sent loan offer to client,2011-10-17 11:07:37,2011-10-16 14:48:55.061000+02:00,177299,20000,15.0,10,1,5,0,0
25179,10789.0,COMPLETE,Receive documents from client,2011-10-21 10:19:11,2011-10-16 14:48:55.061000+02:00,177299,20000,15.0,10,1,5,0,0
25192,10939.0,COMPLETE,Cancel loan request,2011-10-27 19:09:31,2011-10-16 14:48:55.061000+02:00,177299,20000,15.0,10,1,5,0,0
25193,10939.0,COMPLETE,Loan requested,2011-10-27 19:09:31,2011-10-16 14:48:55.061000+02:00,177299,20000,15.0,10,1,5,0,0
25194,10939.0,COMPLETE,Create loan offer,2011-10-27 19:09:33,2011-10-16 14:48:55.061000+02:00,177299,20000,15.0,10,1,5,0,0
25195,10939.0,COMPLETE,Sent loan offer to client,2011-10-27 19:09:33,2011-10-16 14:48:55.061000+02:00,177299,20000,15.0,10,1,5,0,0
25203,11029.0,COMPLETE,Receive documents from client,2011-11-02 09:41:25,2011-10-16 14:48:55.061000+02:00,177299,20000,15.0,10,1,5,0,0
25208,10138.0,COMPLETE,Approve loan request,2011-11-02 11:07:27,2011-10-16 14:48:55.061000+02:00,177299,20000,15.0,10,1,5,0,0
25240,11120.0,COMPLETE,Loan requested,2011-10-17 10:30:55,2011-10-16 15:28:07.026000+02:00,177317,8000,13.0,5,0,3,0,0
25241,11120.0,COMPLETE,Create loan offer,2011-10-17 10:30:56,2011-10-16 15:28:07.026000+02:00,177317,8000,13.0,5,0,3,0,0
25242,11120.0,COMPLETE,Sent loan offer to client,2011-10-17 10:30:56,2011-10-16 15:28:07.026000+02:00,177317,8000,13.0,5,0,3,0,0
25252,11049.0,COMPLETE,Receive documents from client,2011-10-25 10:03:44,2011-10-16 15:28:07.026000+02:00,177317,8000,13.0,5,0,3,0,0
25256,10629.0,COMPLETE,Approve loan request,2011-10-31 09:53:03,2011-10-16 15:28:07.026000+02:00,177317,8000,13.0,5,0,3,0,0
25268,11201.0,COMPLETE,Loan requested,2011-10-17 10:43:53,2011-10-16 15:38:14.222000+02:00,177320,15000,14.0,5,0,3,0,0
25269,11201.0,COMPLETE,Create loan offer,2011-10-17 10:43:54,2011-10-16 15:38:14.222000+02:00,177320,15000,14.0,5,0,3,0,0
25270,11201.0,COMPLETE,Sent loan offer to client,2011-10-17 10:43:54,2011-10-16 15:38:14.222000+02:00,177320,15000,14.0,5,0,3,0,0
25276,11029.0,COMPLETE,Receive documents from client,2011-10-26 11:41:16,2011-10-16 15:38:14.222000+02:00,177320,15000,14.0,5,0,3,0,0
25285,10809.0,COMPLETE,Approve loan request,2011-10-31 14:34:49,2011-10-16 15:38:14.222000+02:00,177320,15000,14.0,5,0,3,0,0
25293,10982.0,COMPLETE,Loan requested,2011-10-17 10:23:39,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25295,10982.0,COMPLETE,Create loan offer,2011-10-17 10:23:40,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25296,10982.0,COMPLETE,Sent loan offer to client,2011-10-17 10:23:40,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25300,10982.0,COMPLETE,Cancel loan request,2011-10-17 10:26:41,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25301,10982.0,COMPLETE,Loan requested,2011-10-17 10:26:41,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25302,10982.0,COMPLETE,Create loan offer,2011-10-17 10:26:43,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25303,10982.0,COMPLETE,Sent loan offer to client,2011-10-17 10:26:43,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25309,11169.0,COMPLETE,Cancel loan request,2011-10-18 14:03:45,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25310,11169.0,COMPLETE,Loan requested,2011-10-18 14:03:45,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25311,11169.0,COMPLETE,Create loan offer,2011-10-18 14:03:48,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25312,11169.0,COMPLETE,Sent loan offer to client,2011-10-18 14:03:48,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25316,11029.0,COMPLETE,Receive documents from client,2011-10-24 11:48:02,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25337,10138.0,COMPLETE,Approve loan request,2011-10-26 15:47:41,2011-10-16 18:12:13.467000+02:00,177323,12000,9.0,13,2,4,0,0
25347,11201.0,COMPLETE,Loan requested,2011-10-17 10:56:48,2011-10-16 18:13:41.705000+02:00,177326,11000,15.0,5,0,3,0,0
25349,11201.0,COMPLETE,Create loan offer,2011-10-17 10:56:49,2011-10-16 18:13:41.705000+02:00,177326,11000,15.0,5,0,3,0,0
25350,11201.0,COMPLETE,Sent loan offer to client,2011-10-17 10:56:49,2011-10-16 18:13:41.705000+02:00,177326,11000,15.0,5,0,3,0,0
25356,11029.0,COMPLETE,Receive documents from client,2011-10-26 09:58:56,2011-10-16 18:13:41.705000+02:00,177326,11000,15.0,5,0,3,0,0
25370,10629.0,COMPLETE,Approve loan request,2011-11-02 08:52:29,2011-10-16 18:13:41.705000+02:00,177326,11000,15.0,5,0,3,0,0
25389,11181.0,COMPLETE,Loan requested,2011-10-17 17:52:08,2011-10-16 18:59:41.145000+02:00,177329,5000,28.0,5,0,3,0,0
25391,11181.0,COMPLETE,Create loan offer,2011-10-17 17:52:10,2011-10-16 18:59:41.145000+02:00,177329,5000,28.0,5,0,3,0,0
25392,11181.0,COMPLETE,Sent loan offer to client,2011-10-17 17:52:10,2011-10-16 18:59:41.145000+02:00,177329,5000,28.0,5,0,3,0,0
25410,11259.0,COMPLETE,Receive documents from client,2011-11-14 12:19:27,2011-10-16 18:59:41.145000+02:00,177329,5000,28.0,5,0,3,0,0
25414,10629.0,COMPLETE,Approve loan request,2011-11-15 13:56:24,2011-10-16 18:59:41.145000+02:00,177329,5000,28.0,5,0,3,0,0
25536,11120.0,COMPLETE,Loan requested,2011-10-17 11:10:09,2011-10-16 20:56:49.043000+02:00,177353,6000,8.0,5,0,3,0,0
25538,11120.0,COMPLETE,Create loan offer,2011-10-17 11:10:11,2011-10-16 20:56:49.043000+02:00,177353,6000,8.0,5,0,3,0,0
25539,11120.0,COMPLETE,Sent loan offer to client,2011-10-17 11:10:11,2011-10-16 20:56:49.043000+02:00,177353,6000,8.0,5,0,3,0,0
25545,11029.0,COMPLETE,Receive documents from client,2011-10-20 09:08:41,2011-10-16 20:56:49.043000+02:00,177353,6000,8.0,5,0,3,0,0
25555,10609.0,COMPLETE,Approve loan request,2011-10-25 16:22:27,2011-10-16 20:56:49.043000+02:00,177353,6000,8.0,5,0,3,0,0
25631,11120.0,COMPLETE,Loan requested,2011-10-17 10:17:06,2011-10-16 21:59:11.378000+02:00,177368,8000,18.0,5,0,3,0,0
25632,11120.0,COMPLETE,Create loan offer,2011-10-17 10:17:07,2011-10-16 21:59:11.378000+02:00,177368,8000,18.0,5,0,3,0,0
25633,11120.0,COMPLETE,Sent loan offer to client,2011-10-17 10:17:07,2011-10-16 21:59:11.378000+02:00,177368,8000,18.0,5,0,3,0,0
25657,11049.0,COMPLETE,Receive documents from client,2011-11-03 12:13:40,2011-10-16 21:59:11.378000+02:00,177368,8000,18.0,5,0,3,0,0
25662,10138.0,COMPLETE,Approve loan request,2011-11-04 18:58:51,2011-10-16 21:59:11.378000+02:00,177368,8000,18.0,5,0,3,0,0
25821,11201.0,COMPLETE,Loan requested,2011-10-17 16:28:50,2011-10-17 10:39:13.744000+02:00,177426,5000,13.0,5,0,3,0,0
25822,11201.0,COMPLETE,Create loan offer,2011-10-17 16:29:38,2011-10-17 10:39:13.744000+02:00,177426,5000,13.0,5,0,3,0,0
25823,11201.0,COMPLETE,Sent loan offer to client,2011-10-17 16:29:38,2011-10-17 10:39:13.744000+02:00,177426,5000,13.0,5,0,3,0,0
25829,11049.0,COMPLETE,Receive documents from client,2011-10-24 11:22:50,2011-10-17 10:39:13.744000+02:00,177426,5000,13.0,5,0,3,0,0
25849,10972.0,COMPLETE,Approve loan request,2011-10-31 10:29:16,2011-10-17 10:39:13.744000+02:00,177426,5000,13.0,5,0,3,0,0
26040,10881.0,COMPLETE,Loan requested,2011-10-17 12:13:47,2011-10-17 11:51:58.694000+02:00,177465,36500,39.0,13,2,5,0,0
26042,10881.0,COMPLETE,Create loan offer,2011-10-17 12:13:48,2011-10-17 11:51:58.694000+02:00,177465,36500,39.0,13,2,5,0,0
26043,10881.0,COMPLETE,Sent loan offer to client,2011-10-17 12:13:48,2011-10-17 11:51:58.694000+02:00,177465,36500,39.0,13,2,5,0,0
26063,11200.0,COMPLETE,Loan requested,2011-10-29 13:17:33,2011-10-17 11:51:58.694000+02:00,177465,36500,39.0,13,2,5,0,0
26064,11200.0,COMPLETE,Cancel loan request,2011-10-29 13:17:33,2011-10-17 11:51:58.694000+02:00,177465,36500,39.0,13,2,5,0,0
26065,11200.0,COMPLETE,Create loan offer,2011-10-29 13:17:34,2011-10-17 11:51:58.694000+02:00,177465,36500,39.0,13,2,5,0,0
26066,11200.0,COMPLETE,Sent loan offer to client,2011-10-29 13:17:34,2011-10-17 11:51:58.694000+02:00,177465,36500,39.0,13,2,5,0,0
26072,11002.0,COMPLETE,Loan requested,2011-11-05 14:42:44,2011-10-17 11:51:58.694000+02:00,177465,36500,39.0,13,2,5,0,0
26073,11002.0,COMPLETE,Cancel loan request,2011-11-05 14:42:44,2011-10-17 11:51:58.694000+02:00,177465,36500,39.0,13,2,5,0,0
26074,11002.0,COMPLETE,Create loan offer,2011-11-05 14:42:46,2011-10-17 11:51:58.694000+02:00,177465,36500,39.0,13,2,5,0,0
